77,5571,岳阳县,1701,430,1701,
77,5572,临湘市,1702,430,1702,
77,5573,华容县,1703,430,1703,
77,5574,湘阴县,1704,430,1704,
77,5575,平江县,1705,430,1705,
77,5581,安乡县,1706,430,1706,
77,5582,汉寿县,1707,430,1707,
77,5583,澧县,1708,430,1708,
77,5584,临澧县,1709,430,1709,
77,5585,桃源县,1710,430,1710,
77,5379,监利县,1712,420,1712,
77,5381,钟祥市,1713,420,1713,
77,5382,京山县,1714,420,1714,
77,5383,沙洋县,1715,420,1715,
77,5391,丹江口,1716,420,1716,
77,5392,郧县,1717,420,1717,
77,5393,郧西县,1718,420,1718,
77,5394,竹山县,1719,420,1719,
77,5395,竹溪县,1720,420,1720,
77,5396,房县,1721,420,1721,
77,5410,恩施市,1722,420,1722,
77,5632,资兴市,1723,430,1723,
77,5634,桂阳县,1725,430,1725,
77,5635,永兴县,1726,430,1726,
77,5636,宜章县,1727,430,1727,
77,5637,嘉禾,1728,430,1728,
77,5638,临武,1729,430,1729,
77,5639,汝城县,1730,430,1730,
77,5641,桂东县,1731,430,1731,
77,5642,安仁县,1732,430,1732,
77,5654,道县,1733,430,1733,
77,5655,宁远县,1734,430,1734,
77,5656,江永县,1735,430,1735,
77,5657,江华县,1737,430,1737,
77,5658,蓝山县,1738,430,1738,
77,5661,双牌县,1739,430,1739,
77,5662,祁阳县,1740,430,1740,
77,5672,洪江市,1741,430,1741,
77,5674,沅陵县,1742,430,1742,
77,5675,辰溪县,1743,430,1743,
77,5677,麻阳县,1744,430,1744,
77,5678,新晃县,1745,430,1745,
77,5679,芷江县,1746,430,1746,
77,5681,会同县,1747,430,1747,
77,5682,靖州县,1749,430,1749,
77,5683,通道县,1750,430,1750,
77,5692,泸溪县,1751,430,1751,
77,5693,风凰县,1752,430,1752,
77,5694,花垣县,1753,430,1753,
77,5695,保靖县,1754,430,1754,
77,5696,古丈县,1755,430,1755,
77,5697,永顺县,1756,430,1756,
77,5698,龙山县,1757,430,1757,
77,5821,曲江县,1758,440,1758,
77,5823,南雄市,1759,440,1759,
77,4567,龙口市,1418,370,1418,
77,4568,莱阳市,1419,370,1419,
77,4569,莱州市,1420,370,1420,
77,4580,潍坊市,1421,370,1421,
77,4581,安丘市,1422,370,1422,
77,4582,寿光市,1423,370,1423,
77,4583,临朐县,1424,370,1424,
77,4584,昌乐县,1425,370,1425,
77,4585,昌邑市,1426,370,1426,
77,4586,高密市,1428,370,1428,
77,4343,婺源县,1429,360,1429,
